ID,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
477,38480,31061,118212,118580,117895,117896,117897,117887,117898
478,75787,15387,118555,118178,118575,119849,212678,118638,119851
479,4675,97016,119062,119091,118957,118278,118260,290919,118279
480,79813,49323,118990,118991,118992,118321,117906,290919,118322
481,15907,782,117961,118413,277693,117905,117906,290919,117908
482,18332,13411,118023,118024,118810,122952,305581,19793,122954
483,42093,7858,91261,118026,119362,119363,307210,118667,119365
484,80515,3085,117961,118300,125821,118834,251171,118424,118836
485,83226,23338,117961,118052,118867,122129,270992,121916,122131
486,35376,18686,117961,118386,128823,117905,290919,290919,117908
487,6170,1437,118212,118213,118437,118636,192211,118638,118639
488,34480,5238,118290,118291,118053,132692,134889,270488,132694
489,4675,2944,117961,118343,119796,119743,132775,3130,119745
490,36646,27873,117978,117979,117884,117879,117886,19721,117880
491,3853,51235,120864,121013,124133,120344,303717,118424,120346
492,73214,782,117961,118413,127522,118784,124402,290919,118786
493,19944,15993,117961,117969,121617,131849,149815,121620,131851
494,38725,7505,117961,118300,119195,117905,117906,290919,117908
495,20897,7492,117961,118225,117963,118811,286597,19793,118813
496,34548,25194,117961,118343,123125,117905,117906,290919,117908
497,23497,52314,117961,118300,118301,118980,306795,118295,118982
498,23965,5030,117961,118343,120126,119433,133686,118424,119435
499,1020,25558,118990,118991,118992,307024,294485,118331,118332
500,16496,7388,117961,118225,119924,118318,168365,118205,118319
501,44649,49574,117961,118052,118391,120773,118959,118960,120774
502,80809,49423,117961,118052,123144,118890,203706,118398,118892
503,34498,18450,117961,118052,118821,117905,117906,290919,117908
504,1281,13791,117961,117962,19666,118368,129597,117887,118486
505,17308,4395,117961,118300,118597,118422,150827,118424,118425
506,26360,59765,117961,118386,121961,118912,309291,118424,118914
507,78703,15516,117961,118052,120304,118702,132675,118704,118705
508,31475,96704,117910,117911,117884,117879,117886,19721,117880
509,117594,197,117961,118413,118414,118784,240983,290919,118786
510,35068,15399,117983,117984,117878,118396,139898,118398,118399
511,80756,15542,117961,118300,118395,118396,300044,118398,118399
512,28105,3281,117961,118225,120323,120591,120592,119095,120593
513,73756,4728,117961,118343,123125,118685,120316,308574,118687
514,91087,2343,119691,119692,118635,122967,311441,119695,122969
515,20351,2017,117961,118327,121645,118054,159996,117887,118055
516,3853,217,117961,118413,120370,118321,240983,290919,118322
517,79285,18047,117902,118041,119195,118028,118368,117887,118030
518,5545,15398,118169,118170,118575,130479,139169,119784,130481
519,99881,4994,117961,118300,118514,117905,117906,290919,117908
520,76446,4620,117961,118300,119181,118784,121873,290919,118786
521,41378,7683,117887,118178,117945,259173,201292,292795,118943
522,15064,148198,117961,118300,118631,118054,120238,117887,118055
523,16033,32795,118256,118257,118623,118995,286106,292795,118997
524,35896,52972,118212,118213,118507,118863,157370,118398,118865
525,13878,27873,117978,117979,117884,117879,117886,19721,117880
526,24885,770,117961,118300,119181,128230,302830,4673,128231
527,75327,53010,130570,119256,118042,118043,129174,270488,118046
528,4675,75926,117961,118343,6104,118054,168337,117887,118055
529,77466,93568,118976,118977,117895,118194,118195,117887,118196
530,28856,6083,117961,117962,122224,118784,117906,290919,118786
531,79121,131441,117961,118343,119598,119433,133686,118424,119435
532,80799,19642,117961,118413,118481,117905,117906,290919,117908
533,43663,8415,117961,118052,118881,117905,117906,290919,117908
534,75334,18213,117961,118386,118692,118451,200947,118453,118454
535,45790,51746,118752,119070,119121,118274,118806,292795,118276
536,6042,6046,117961,118446,120317,118321,117906,290919,118322
537,38704,98757,117959,117960,117941,117885,117913,117887,117888
538,3853,59765,117961,118386,121961,118912,309291,118424,118914
539,278393,4145,117961,118300,120026,118834,223125,118424,118836
540,114621,4571,117961,118225,119924,118685,279443,308574,118687
541,31246,7001,117961,118327,118933,128230,302830,4673,128231
542,34924,3225,117961,118327,118929,118259,118260,290919,118261
543,278393,15390,117961,118300,120026,118054,118054,117887,118055
544,25231,21859,117961,118327,118507,118396,158043,118398,118399
545,79602,41795,118315,118316,118317,129561,216140,3130,129563
546,43452,3486,118752,119070,118042,118043,118043,270488,118046
547,17849,58535,117961,117969,130192,123400,130319,19793,123402
548,27797,70062,117961,118386,118746,118321,117906,290919,118322
549,80674,3918,117961,118343,118660,119433,133686,118424,119435
550,3661,2210,117961,126102,118378,119192,300603,119184,119194
551,110042,1540,117961,118343,123125,118536,118536,308574,118539
552,78598,1350,117961,118052,122938,118321,117906,290919,118322
553,39159,7285,117961,118225,118403,119849,310589,118638,119851
554,27785,5001,117961,118300,123055,120006,128578,118424,120008
555,31441,4375,117961,118343,128113,118826,257115,118424,118828
556,34498,120340,120342,120343,119076,118834,124426,118424,118836
557,27230,49850,117961,118413,122007,117905,118260,290919,117908
558,14354,20648,118219,118220,117941,117879,117897,19721,117880
559,25993,50015,117961,118343,119598,118422,300136,118424,118425
560,80762,7525,117961,118225,120551,118321,117906,290919,118322
561,97017,141,117961,118225,122273,120773,118959,118960,120774
562,45380,46104,117961,118327,120559,120988,304465,118643,120989
563,34950,7032,117961,118225,120551,118318,168365,118205,118319
564,920,1398,117961,118300,120722,118784,130735,290919,118786
565,25993,56058,118212,118213,118458,118912,309291,118424,118914
566,41594,102574,117961,118327,118929,118459,294325,249618,118461
567,80723,50751,117961,118225,120535,123670,305057,121916,123672
568,20312,7364,117902,117903,119181,117905,118036,290919,117908
569,73972,71186,117961,118386,118522,117905,134559,290919,117908
570,25287,15626,117961,118386,129128,120516,307024,120518,120519
571,4675,106630,118990,118991,119142,118321,117906,290919,118322
572,74047,76568,117961,118386,118522,117905,117906,290919,117908
573,15064,124033,124034,124035,117945,117946,125533,292795,117948
574,18913,27518,117929,117930,119569,179731,194138,117887,117973
575,17226,30523,117961,118343,119984,123067,269406,118398,123068
576,75078,28253,118315,118463,123089,117905,130219,290919,117908
577,25993,25276,117961,118343,121747,118321,117906,290919,118322
578,34950,56193,117961,118300,120410,118784,117906,290919,118786
579,30570,4478,117961,118386,118692,118321,117906,290919,118322
580,75078,88640,117961,118052,120096,118523,306404,118331,118525
581,28943,2034,117961,118052,118328,118054,118054,117887,118055
582,3853,23200,117961,118343,123125,118784,117906,290919,118786
583,78598,5269,119596,119597,120356,122067,205243,118424,122069
584,846,2610,117961,118327,121979,118321,117906,290919,118322
585,30364,4549,117961,118225,120050,117905,117906,290919,117908
586,36174,3918,117961,118343,118660,118826,158101,118424,118828
587,31374,7703,117943,117944,117945,118274,129282,292795,118276
588,33146,3118,117961,118300,118458,120789,309123,118424,120791
589,43002,5496,91261,118026,118202,118321,117906,290919,118322
590,78882,52056,118212,118213,119734,153957,119248,118667,153959
591,15342,4468,117961,118413,119968,118321,117906,290919,118322
592,73756,4718,121785,121786,120317,118321,117906,290919,118322
593,3661,69115,120864,121013,118450,119192,300603,119184,119194
594,112669,118619,117961,118300,119142,118784,147114,290919,118786
595,43280,7076,117961,118225,119238,119093,136840,119095,119096
596,42976,71391,117961,118386,118522,118318,168365,118205,118319
597,39264,7684,118573,118574,118623,118995,129731,292795,118997
598,1581,1728,117961,118327,118507,118890,124964,118398,118892
599,43727,25900,119134,119135,119136,120056,283527,118474,120058
600,78311,67615,117932,117933,117878,117879,117897,19721,117880
601,74018,1350,117961,118052,120096,117905,117906,290919,117908
602,43147,2930,117961,118343,118700,118321,118448,290919,118322
603,14900,7398,117961,118225,118616,117905,240983,290919,117908
604,30952,27054,117961,117969,19666,118368,118368,117887,118486
605,23503,122272,117961,118225,122273,118321,240983,290919,118322
606,42680,44022,117961,117962,122215,117905,240983,290919,117908
607,7543,7337,117961,118300,124725,118361,149305,118363,118364
608,33149,1652,117961,118327,118507,179731,179731,117887,117973
609,39555,7072,117961,117962,118352,118321,117906,290919,118322
610,34817,26321,117961,118225,118320,118321,117906,290919,118322
611,25993,5701,117961,118052,120709,118207,174445,270488,118209
612,25993,59000,118181,118182,117920,118568,117897,19721,118570
613,78518,1249,117961,118386,118910,118321,117906,290919,118322
614,33054,4933,117961,118300,118458,120006,311622,118424,120008
615,74593,18213,117961,118386,118746,118747,160002,118453,118749
616,74196,18450,117961,118052,118821,117905,240983,290919,117908
617,44909,3526,117961,118225,124130,119093,120324,119095,119096
618,37651,50308,118090,118091,117884,117885,117913,117887,117888
619,17308,4821,117961,118343,119598,120348,255097,118295,120350
620,31732,4110,119596,119597,118292,118422,191064,118424,118425
621,42085,4910,117961,118343,118911,118912,284092,118424,118914
622,16071,70264,117961,118343,120722,118777,279443,308574,118779
623,38719,74449,118079,118080,117878,117879,118177,19721,117880
624,19751,7284,91261,118026,118202,118321,117906,290919,118322
625,44858,17560,118752,118753,117945,280788,280788,292795,119082
626,25570,1903,117961,118343,118514,118685,122058,308574,118687
627,44874,13800,117961,118225,118403,118685,126297,308574,118687
628,74817,4549,117961,118225,120050,117905,117906,290919,117908
629,75639,70691,118315,118463,119214,118321,117906,290919,118322
630,4605,70186,117961,117969,19666,118890,127642,118398,118892
631,78878,8106,117961,118327,120559,120560,304465,118643,120562
632,391,666,117926,118124,117920,117885,117913,117887,117888
633,20293,27461,117926,118124,117884,117879,117886,19721,117880
634,28941,116406,117961,117962,120677,122067,297566,118424,122069
635,278393,18450,117961,118052,118821,117905,240983,290919,117908
636,75078,78408,117961,118386,125884,307024,255097,118331,118332
637,37789,6481,117961,118343,123454,118321,117906,290919,118322
638,34056,13854,117961,118052,118979,307024,306404,118331,118332
639,19998,110900,119134,119135,123173,117896,173667,117887,117898
640,4675,16561,117961,118327,120318,117905,117906,290919,117908
641,40997,2291,117961,118225,120663,118777,279443,308574,118779
642,25993,6999,117961,118343,121747,118321,117906,290919,118322
643,14354,5905,117929,117930,117920,119323,123932,19793,119325
644,31504,19271,117961,118225,119924,118784,117906,290919,118786
645,19752,18686,117961,118386,128823,118321,117906,290919,118322
646,23164,7647,117961,118300,119181,117905,117906,290919,117908
647,15368,4098,117961,118343,119598,119433,133686,118424,119435
648,41314,51372,117961,118343,120666,118777,279443,308574,118779
649,33217,1467,117961,118343,118833,118834,127160,118424,118836
650,41265,5186,118887,118888,124656,118912,309291,118424,118914
651,40867,5196,117961,118386,121949,118777,279443,308574,118779
652,79602,27214,117961,118386,118733,118523,310608,118331,118525
653,28307,4567,117961,118300,118514,118278,118260,290919,118279
654,34989,5249,117961,118386,123144,118396,269406,118398,118399
655,43423,5423,117961,118327,118391,118321,117906,290919,118322
656,75078,40932,118315,118463,118464,119172,162182,118467,119174
657,45790,55789,121785,121786,120299,121122,217580,118612,121124
658,17249,4904,119170,119171,121747,118834,127405,118424,118836
659,23971,158757,120342,120343,118395,118396,266864,118398,118399
660,44814,1938,117961,118300,118066,120988,134839,118643,120989
661,72024,26009,117961,118052,119986,118685,120316,308574,118687
662,845,13836,119920,119921,142145,128230,302830,4673,128231
663,74412,16756,119062,130600,139677,117905,117906,290919,117908
664,3069,15412,117961,118343,127705,119849,170027,118638,119851
665,34950,7525,117961,118225,120551,118784,147114,290919,118786
666,22430,7388,117961,118225,119924,118318,168365,118205,118319
667,75708,15642,117961,118386,118522,119997,278014,118131,119998
668,6977,221,117961,118413,120370,118784,240983,290919,118786
669,6977,13419,117961,118300,120059,120812,305057,118638,120814
670,16985,743,117961,118343,118437,118321,117906,290919,118322
671,75687,49952,117932,117933,117878,120628,126012,118131,120629
672,41932,2710,118290,118291,120823,118396,269406,118398,118399
673,33147,21037,117961,117969,19666,179731,257952,117887,117973
674,79346,58581,117959,117960,117920,118568,135898,19721,118570
675,16145,1030,117961,118343,120722,124435,127527,118363,124436
676,87711,40509,117961,118225,118403,119743,141396,3130,119745
677,27124,5899,117961,118327,120318,118641,120319,118643,118644
678,31995,17835,117961,118225,118403,128230,302830,4673,128231
679,30837,5249,117961,118386,123144,118396,233714,118398,118399
680,79092,1482,117961,117962,118840,118841,123378,118643,118843
681,79814,7553,117961,118225,118403,118321,117906,290919,118322
682,38480,51382,118079,118080,117878,117879,118177,19721,117880
683,4675,6021,117961,118413,122007,124886,190212,118643,124888
684,33054,53081,117961,118343,119598,119433,133686,118424,119435
685,39149,3648,117961,118300,118631,118980,301534,118295,118982
686,75078,257604,117961,118386,119214,117905,117906,290919,117908
687,16018,1550,117961,118225,123173,118054,119601,117887,118055
688,15714,3606,118169,118170,118179,126684,204891,292795,126685
689,38391,52423,119665,119666,117895,117896,117897,117887,117898
690,23194,13441,117961,118225,122870,124886,128018,118643,124888
691,6723,2631,117961,118327,120624,117905,117906,290919,117908
692,21373,7915,117961,118300,118597,118834,127160,118424,118836
693,32270,7434,117961,118343,118514,117905,117906,290919,117908
694,17308,3656,117961,118300,119890,118054,118054,117887,118055
695,6719,4549,117961,118225,120050,117905,117906,290919,117908
696,14912,770,117961,118300,119181,118451,130134,118453,118454
697,79323,3120,117961,118300,120312,120313,120314,118424,120315
698,40630,15450,117916,117917,117941,117879,117886,19721,117880
699,42132,6235,117961,118343,118437,124194,249872,118363,124196
700,17226,15682,117961,118300,118957,118321,117906,290919,118322
701,34800,60019,117943,117944,118575,259173,298522,292795,118943
